total_attempts,correct_attempts,accuracy,weighted_score,recent_accuracy,accuracy_trend,streak_length,avg_time_per_q,days_since_last,easy_accuracy,medium_accuracy,hard_accuracy,global_accuracy,topics_attempted,level,optimal_difficulty
54,42,0.7952,11.5725,1.0,0.0588,7,9.65,6.68,0.8824,0.7772,0.8587,0.7819,11,advanced,hard
6,2,0.3612,0.858,0.1849,-0.0751,1,26.11,13.54,0.5427,0.136,0.1012,0.1679,2,beginner,easy
98,75,0.7796,16.1019,0.8095,0.0722,14,9.74,1.08,0.8926,0.7879,0.8015,0.9123,7,advanced,hard
1,1,1.0,0.6563,1.0,-0.1324,1,29.78,27.08,0.4594,0.1742,0.0483,0.3953,4,beginner,easy
7,1,0.186,1.7997,0.3137,-0.0216,0,39.21,18.64,0.4319,0.4116,0.0976,0.2038,2,beginner,easy
109,105,0.9974,32.3165,0.7316426950921251,-0.2658,19,8.82,180.33247999358503,0.9293,0.875,0.8343,0.7057,12,advanced,hard
15,12,0.8054,8.2124,0.7398,-0.0379,15,6.84,16.23,0.9594,0.784,0.4437,0.8211,23,advanced,hard
140,136,0.9886,20.3375,0.7423,-0.022,5,18.39,20.09,0.9493,0.9177,0.8837,0.7621,13,advanced,hard
16,9,0.6017,11.6965,0.6787,0.0653,5,34.09,8.71,0.6693,0.6542,0.3343,0.6183,13,intermediate,medium
13,3,0.247,1.1765,0.3296,-0.092,2,24.4,40.34,0.5367,0.1479,0.1247,0.3925,4,beginner,easy
15,7,0.475,4.5132,0.7263,0.1103,8,23.55,3.3,0.8507,0.5621,0.4065,0.5731,8,intermediate,easy
10,5,0.5202,9.6311,0.4621,0.0538,7,32.73,8.17,0.7969,0.6142,0.2641,0.4194,8,intermediate,medium
13,6,0.5506,9.3674,0.4898,0.0053,3,24.97,23.51,0.9151,0.5066,0.2706,0.7312,5,intermediate,easy
135,119,0.9336,25.0792,0.8986,-0.0443,2,7.25,29.02,1.0,0.8579,0.6013,0.8252,23,advanced,hard
38,17,0.4686,8.4137,0.7538,0.0688,8,32.24,7.7,0.625,0.7019,0.2371,0.6002,3,intermediate,easy
11,4,0.3382,2.7644,0.4863,-0.0339,2,47.61,4.92,0.6325,0.3824,0.1909,0.158,4,beginner,easy
38,24,0.6519,4.3299,0.4657,-0.0372,0,24.02,37.1,0.6515,0.534,0.4215,0.5529,4,intermediate,medium
8,2,0.2946,2.4817,0.4203,-0.1253,1,26.08,84.08,0.3829,0.192,0.1157,0.3914,2,beginner,easy
21,12,0.5815,4.7492,0.4906,0.1271,2,26.1,15.25,0.7128,0.7352,0.2331,0.4322,4,intermediate,medium
0,0,0.0,2.4634,0.0,-0.0487,0,49.89,40.91,0.668,0.2915,0.132,0.4969,2,beginner,easy
14,6,0.4533,2.0382,0.2378,-0.0292,3,53.44,75.63,0.7287,0.3242,0.0695,0.2761,5,beginner,easy
6,2,0.3078,1.0625,0.4057,-0.031,1,21.14,72.26,0.7027,0.2648,0.0814,0.4585,5,beginner,easy
13,5,0.3483,2.2547,0.2707,0.0455,0,28.25,5.1,0.6115,0.3468,0.0288,0.202,5,beginner,easy
10,5,0.4849,11.3459,0.6832,0.0228,5,20.66,32.67,0.818,0.5409,0.1363,0.487,13,intermediate,easy
144,127,0.8133,26.2475,0.6637,0.0367,2,12.93,21.47,0.9286,0.6769,0.7233,0.5851,8,advanced,hard
17,12,0.693,2.5522,0.4418,-0.0211,1,32.58,36.32,0.7261,0.6842,0.1014,0.5824,13,intermediate,medium
41,21,0.5221,4.0484,0.6328,-0.0495,0,21.11,3.01,0.6968,0.4345,0.1103,0.5334,9,intermediate,medium
88,66,0.7272,17.4417,0.783,-0.0381,15,18.98,3.03,0.9193,0.8928,0.7742,0.8074,19,advanced,hard
71,57,0.7926,23.2235,0.9655,0.0038,11,17.68,25.22,0.9648,0.7286,0.4773,0.6679,13,advanced,hard
122,119,0.9545,14.7872,0.7709,0.0853,14,10.01,13.89,0.9391,0.8812,0.4915,0.6883,6,advanced,hard
18,15,0.7688,20.1088,0.9134,0.0098,18,15.21,15.71,0.9295,0.6881,0.6628,0.6823,10,advanced,hard
47,28,0.585,8.2601,0.5007,0.0103,7,12.03,39.8,0.8557,0.4455,0.2187,0.4642,11,intermediate,medium
19,11,0.5986,11.1225,0.6921,-0.0214,8,30.05,9.8,0.7873,0.6954,0.3893,0.6168,12,intermediate,medium
88,84,0.9416,14.661,0.6973,0.0098,10,18.79,7.54,0.9904,0.7386,0.5166,0.6813,25,advanced,hard
45,30,0.6511,11.2083,0.6831,0.0544,3,14.72,14.35,0.6198,0.6331,0.1091,0.6004,3,intermediate,medium
39,18,0.4397,2.432,0.4547,0.0535,5,20.11,32.95,0.7259,0.4833,0.198,0.436,7,intermediate,easy
28,27,0.9538,26.3806,0.751,0.0748,15,17.0,11.46,0.8551,0.8037,0.4668,0.8115,10,advanced,hard
16,16,0.9753,33.1412,0.9451,0.0118,3,16.09,0.76,0.9978,0.8747,0.7891,0.8275,9,advanced,hard
116,97,0.8575,36.3126,0.9957,0.0553,11,17.53,11.29,0.9499,0.8979,0.8888,0.7838,13,advanced,hard
67,62,0.8827,31.5871,0.7623,-0.0069,12,11.72,5.72,0.8811,0.8671,0.7722,0.8281,22,advanced,hard
2,1,0.3563,1.9968,0.1969,0.0939,2,38.15,77.44,0.5704,0.255,0.1014,0.2615,4,beginner,easy
36,25,0.6498,8.4837,0.4911,0.1431,7,27.57,35.14,0.7615,0.5251,0.1359,0.639,13,intermediate,medium
44,32,0.7299,5.0475,0.4238,-0.0309,0,30.02,43.26,0.8308,0.6038,0.2961,0.3978,8,intermediate,medium
30,20,0.6328,6.7625,0.6112,0.0634,4,11.19,28.34,0.7129,0.6502,0.3361,0.563,9,intermediate,medium
36,31,0.8218,18.3177,0.7935,0.0318,17,14.03,24.34,0.8587,0.6727,0.6979,0.7645,24,advanced,hard
3,1,0.3813,1.2662,0.3182,-0.1066,2,52.5,70.49,0.651,0.167,0.1157,0.2774,1,beginner,easy
10,7,0.7487,8.5494,0.7995,0.0634,2,12.43,42.44,0.6316,0.6095,0.1533,0.6225,10,intermediate,medium
20,5,0.3265,1.2935,0.4147,-0.1058,3,58.57,38.36,0.7513,0.3476,0.0868,0.2449,2,beginner,easy
7,2,0.2924,1.9496,0.2805,-0.1161,2,16.78,19.99,0.4069,0.3704,0.0995,0.3196,2,beginner,easy
1,1,1.0,1.2776,1.0,-0.0501,1,35.9,20.5,0.4308,0.1478,0.0801,0.2509,4,beginner,easy
60,30,0.5316,9.1859,0.5051,0.0751,4,18.22,22.76,0.948,0.4594,0.3517,0.4702,9,intermediate,easy
46,21,0.5216,9.9031,0.724,0.031,8,26.74,29.06,0.7326,0.7067,0.3137,0.4932,11,intermediate,easy
123,119,0.9771,17.1169,0.8033,0.0894,16,10.89,4.31,0.9166,0.8596,0.6494,0.8337,7,advanced,hard
140,113,0.8145,28.9076,0.7216,0.0931,2,8.03,27.3,0.8688,0.9353,0.5684,0.8297,15,advanced,hard
67,65,1.0,20.7125,0.8963,0.0492,6,7.48,13.97,0.9196,0.827,0.6953,0.818,9,advanced,hard
33,16,0.511,11.1626,0.6764,0.0793,1,22.74,1.04,0.8579,0.6963,0.3376,0.7204,8,intermediate,easy
10,5,0.5489,11.8151,0.6533,0.1337,7,21.4,21.66,0.9442,0.76,0.3617,0.6019,9,intermediate,medium
32,21,0.6282,8.5007,0.7325,0.1165,0,13.92,12.96,0.66,0.6707,0.2264,0.505,8,intermediate,medium
30,14,0.4461,3.7374,0.5663,0.1497,4,20.88,9.11,0.6932,0.5529,0.2035,0.5718,8,intermediate,easy
17,6,0.3117,1.6901,0.0984,0.0084,2,35.74,31.34,0.3655,0.3214,0.1428,0.3873,3,beginner,easy
4,2,0.4151,0.039,0.3891,-0.1228,1,32.37,81.93,0.6041,0.3064,0.157,0.1774,4,beginner,easy
80,68,0.8754,36.4515,0.9674,0.0825,11,19.34,24.12,0.9503,0.7886,0.7125,0.7911,5,advanced,hard
41,38,0.9367,12.7567,0.8592,0.0818,16,10.59,27.26,0.8925,0.7937,0.5298,0.8173,25,advanced,hard
54,32,0.5959,4.6907,0.7704,0.1064,4,28.21,15.84,0.7496,0.5725,0.2898,0.4304,7,intermediate,medium
33,24,0.6808,8.8761,0.4658,-0.0275,2,18.31,2.33,0.6668,0.4478,0.1256,0.4655,12,intermediate,medium
47,36,0.8445,30.538,0.9112,0.076,6,14.69,6.5,0.9534,0.8886,0.8417,0.8423,15,advanced,hard
48,23,0.4597,4.5799,0.528,0.0222,7,14.03,23.93,0.7221,0.5701,0.0895,0.3936,10,intermediate,easy
93,81,0.8699,35.6783,0.9707,-0.0353,2,19.34,28.57,0.9662,0.6991,0.6287,0.7834,13,advanced,hard
9,2,0.2293,1.7445,0.2523,-0.1175,1,35.41,58.71,0.3243,0.2003,0.0732,0.3164,1,beginner,easy
49,26,0.4815,7.433,0.5278,0.1279,7,20.17,20.69,0.7172,0.5819,0.3385,0.5316,4,intermediate,medium
55,32,0.6374,10.4686,0.4755,0.0101,8,10.92,9.2,0.8823,0.7211,0.4655,0.512,14,intermediate,medium
111,99,0.8832,37.2099,0.799,0.0175,18,19.55,26.74,0.8851,0.7934,0.6654,0.7473,15,advanced,hard
56,32,0.5532,7.2126,0.5841,-0.035,0,19.27,25.28,0.8319,0.6573,0.3558,0.3973,7,intermediate,medium
18,9,0.5408,6.8235,0.4729,-0.0174,2,34.89,30.01,0.9412,0.4742,0.1681,0.4745,13,intermediate,medium
9,4,0.4587,1.0569,0.3792,0.0279,1,57.26,13.14,0.3572,0.3815,0.1605,0.2491,3,beginner,easy
2,1,0.2175,1.507,0.0887,-0.1343,0,21.06,18.41,0.5119,0.2409,0.0597,0.2753,1,beginner,easy
124,97,0.801,24.8448,0.6138791284523499,-0.1871,11,10.83,319.3117156061282,0.9515,0.7299,0.7546,0.891,6,advanced,hard
6,3,0.4488,0.411,0.0844,0.0225,1,38.36,30.96,0.5861,0.2121,0.0684,0.3402,1,beginner,easy
9,4,0.4629,1.0286,0.1727,0.0806,1,55.73,71.85,0.4685,0.2087,0.1675,0.2223,2,beginner,easy
11,5,0.4646,0.7464,0.2782,-0.125,1,56.43,86.97,0.3553,0.1779,0.1041,0.2482,4,beginner,easy
98,89,0.8955,36.1353,0.7896,-0.0499,14,17.36,17.87,0.9539,0.6875,0.8692,0.8545,17,advanced,hard
18,6,0.3081,2.7753,0.4317,0.0389,1,38.29,30.19,0.6145,0.2637,0.0238,0.3732,4,beginner,easy
45,22,0.4666,5.5837,0.6216,0.1281,0,14.24,15.07,0.684,0.6751,0.2087,0.4212,8,intermediate,easy
56,43,0.803,14.4644,0.6161411391085478,-0.1869,15,16.83,64.59266549716524,0.9914,0.8837,0.7714,0.9497,22,advanced,hard
20,16,0.8436,35.2037,0.9173,0.0174,2,19.82,6.45,0.9217,0.7504,0.8836,0.7537,19,advanced,hard
1,1,1.0,1.0556,1.0,-0.1006,1,17.33,32.26,0.46,0.1814,0.1752,0.363,4,beginner,easy
8,2,0.1767,0.6353,0.3594,-0.083,2,43.04,23.36,0.3142,0.222,0.022,0.278,2,beginner,easy
10,3,0.2895,0.5553,0.2411,0.0354,1,24.46,80.91,0.6066,0.102,0.0436,0.2771,2,beginner,easy
21,15,0.7294,11.9884,0.4164,0.0288,6,11.92,41.65,0.8691,0.4106,0.3293,0.5084,3,intermediate,medium
12,3,0.2397,1.8785,0.1831,0.0975,2,38.17,0.39,0.5724,0.2547,0.16,0.1337,5,beginner,easy
33,19,0.5625,3.4909,0.6975,0.0788,4,28.25,12.43,0.886,0.4294,0.1435,0.4697,12,intermediate,medium
10,3,0.327,0.799,0.4509,-0.1429,2,27.06,56.87,0.3759,0.1234,0.0921,0.2644,1,beginner,easy
87,76,0.9041,36.918,1.0,-0.0224,18,8.55,18.72,0.9718,0.9026,0.8864,0.9531,14,advanced,hard
8,2,0.3356,0.4131,0.3532,-0.021,0,25.19,68.27,0.5256,0.2141,0.2181,0.2124,5,beginner,easy
97,83,0.8465,17.924,0.7446,0.0365,3,13.29,1.18,0.914,0.7952,0.5517,0.8061,24,advanced,hard
37,24,0.6629,7.4677,0.7145,0.0443,3,31.05,23.06,0.6909,0.7353,0.1757,0.5509,3,intermediate,medium
70,52,0.7873,13.9271,0.8794,0.0329,13,14.42,20.21,0.909,0.9794,0.5696,0.7199,9,advanced,hard
8,3,0.4519,1.9385,0.3353,0.0645,1,40.95,54.05,0.4451,0.387,0.0471,0.3459,2,beginner,easy
41,39,0.9178,17.1418,0.745917859560157,-0.1719,6,14.78,324.4607638377618,0.8258,0.8713,0.644,0.8046,13,advanced,hard
19,14,0.709,3.9402,0.7141,0.1345,7,32.74,35.88,0.8065,0.5491,0.3001,0.6482,11,intermediate,medium
10,3,0.252,2.5162,0.1076,0.0812,3,33.33,15.25,0.2601,0.1885,0.0331,0.277,2,beginner,easy
39,26,0.6397,8.6261,0.4053,0.0585,5,20.98,31.69,0.891,0.5006,0.2652,0.4497,8,intermediate,medium
3,1,0.3223,1.9446,0.2074,0.0844,1,59.59,14.77,0.5733,0.1565,0.0343,0.4308,3,beginner,easy
12,2,0.1316,2.3997,0.3335,-0.077,3,43.75,25.52,0.5405,0.152,0.0,0.3546,1,beginner,easy
17,8,0.4615,0.6815,0.2451,0.0784,2,40.92,53.93,0.3948,0.1739,0.1369,0.2213,4,beginner,easy
12,8,0.64,9.9943,0.7241,-0.0438,8,23.16,2.81,0.6033,0.4693,0.2344,0.4496,5,intermediate,medium
64,56,0.8659,25.4779,0.7529,0.0166,19,7.05,24.61,0.9793,0.7565,0.5048,0.6501,13,advanced,hard
19,13,0.7332,3.1519,0.8032,-0.0109,2,24.9,33.04,0.7567,0.7246,0.4674,0.4599,9,intermediate,medium
27,16,0.5821,5.5209,0.4628,-0.042,2,13.64,18.79,0.7652,0.6059,0.4102,0.4415,4,intermediate,medium
114,93,0.7984,28.0476,0.7969,-0.0163,7,19.61,19.52,0.9297,0.8661,0.4448,0.7028,5,advanced,hard
79,58,0.7859,16.9007,0.9414,0.0393,18,11.88,26.59,0.9706,0.7556,0.7973,0.8008,11,advanced,hard
49,41,0.8533,21.0966,0.8888,-0.0453,12,11.97,18.15,0.8802,0.7496,0.5852,0.7657,23,advanced,hard
1,1,1.0,0.6949,1.0,-0.016,1,59.67,76.28,0.5122,0.3838,0.0493,0.4175,4,beginner,easy
15,3,0.25,0.8838,0.3245,0.0473,0,32.32,80.6,0.3788,0.326,0.1753,0.2127,1,beginner,easy
7,2,0.2217,0.2259,0.4714,-0.0409,1,50.89,57.06,0.4507,0.2344,0.0,0.1604,1,beginner,easy
27,22,0.8929,18.9172,0.9092,-0.0005,14,9.85,4.64,0.9969,0.7738,0.5355,0.7337,20,advanced,hard
9,2,0.2629,0.0761,0.4881,0.0904,3,36.64,18.86,0.5206,0.1072,0.0935,0.4037,5,beginner,easy
12,4,0.3207,1.947,0.3746,-0.0562,3,56.11,39.18,0.5281,0.3114,0.1484,0.4037,2,beginner,easy
69,51,0.7371,39.0321,0.8405,0.0265,17,10.71,25.81,0.8757,0.7155,0.6969,0.9078,6,advanced,hard
85,80,0.9254,35.2975,0.8719,0.0098,14,6.54,27.17,0.9382,0.9057,0.6246,0.7542,12,advanced,hard
8,3,0.3779,2.4839,0.1653,-0.0583,0,29.61,50.38,0.3174,0.3037,0.1399,0.1854,1,beginner,easy
59,30,0.5039,5.4615,0.5224,0.0337,4,18.92,1.17,0.6319,0.7184,0.3784,0.4781,6,intermediate,medium
25,18,0.7608,11.5256,0.8462,0.0604,6,21.05,23.48,0.7419,0.5476,0.4879,0.4898,7,intermediate,medium
101,88,0.8769,19.4771,0.8176,0.0396,17,7.1,2.11,0.8897,0.77,0.838,0.845,13,advanced,hard
1,0,0.3683,2.3386,0.3189,-0.0849,1,30.7,75.73,0.3418,0.358,0.0,0.387,1,beginner,easy
9,4,0.5027,1.8112,0.4035,-0.0595,0,41.91,63.88,0.351,0.3977,0.2115,0.3227,4,beginner,easy
15,7,0.4436,3.9501,0.3915,0.0472,2,25.33,9.81,0.7479,0.5365,0.1545,0.5597,13,intermediate,easy
59,37,0.6258,10.0433,0.7105,0.0572,8,17.59,29.92,0.8643,0.6687,0.3492,0.4822,8,intermediate,medium
48,40,0.8415,22.6302,0.7586,0.052,17,7.42,22.04,0.9087,0.8532,0.5442,0.9023,14,advanced,hard
45,26,0.5891,2.947,0.6539,-0.0019,1,24.21,1.42,0.7413,0.5179,0.2014,0.6231,11,intermediate,medium
46,30,0.6547,3.2974,0.4131,0.1131,5,28.75,36.54,0.9301,0.7506,0.4337,0.704,3,intermediate,medium
25,15,0.5818,7.942,0.4025,0.144,7,16.77,32.92,0.8572,0.7352,0.2994,0.4636,3,intermediate,medium
46,27,0.5629,10.0673,0.3943,0.0655,4,27.06,30.48,0.9119,0.692,0.411,0.5373,9,intermediate,medium
18,6,0.2911,2.3038,0.3981,0.041,1,39.25,16.77,0.5856,0.3144,0.0,0.3302,5,beginner,easy
5,2,0.3998,0.3637,0.3097,-0.053,3,38.5,24.14,0.6775,0.4049,0.191,0.3809,5,beginner,easy
46,21,0.4788,7.6293,0.7461,0.0318,0,26.92,28.86,0.7877,0.5804,0.3723,0.607,9,intermediate,easy
59,29,0.5071,6.2544,0.6422,-0.0482,8,12.35,3.17,0.7673,0.6202,0.3129,0.4485,7,intermediate,easy
15,5,0.35,2.2029,0.3427,-0.1013,2,45.5,89.39,0.4325,0.1104,0.0089,0.1776,4,beginner,easy
54,40,0.7001,5.4274,0.6068,-0.0485,4,12.37,28.85,0.7139,0.4423,0.1147,0.6471,10,intermediate,medium
36,28,0.833,27.5588,0.9698,0.0034,16,7.01,8.06,0.9445,0.7575,0.8208,0.8361,23,advanced,hard
1,0,0.0,1.9098,0.0,0.0249,0,56.86,20.69,0.4301,0.3148,0.1258,0.2644,2,beginner,easy
4,1,0.3432,1.9053,0.418,-0.1223,1,35.36,15.9,0.4452,0.2453,0.0442,0.2766,4,beginner,easy
110,83,0.7178,38.639,0.8332,0.027,15,13.59,13.54,0.9407,0.7263,0.5487,0.8839,17,advanced,hard
5,1,0.1053,0.1597,0.2972,0.0991,1,50.92,10.36,0.6073,0.2897,0.0853,0.3209,1,beginner,easy
14,9,0.6622,7.6361,0.5304,0.0989,0,31.6,32.01,0.8096,0.6106,0.2168,0.5771,10,intermediate,medium
109,101,0.9427,23.9412,0.8263,0.0403,11,5.52,6.66,0.9953,0.8824,0.7802,0.8771,16,advanced,hard
12,8,0.661,8.3651,0.4854,-0.0312,2,9.13,24.55,0.9071,0.5494,0.1285,0.5011,11,intermediate,medium
11,5,0.51,6.6854,0.7305,0.0389,3,25.65,14.09,0.9468,0.6376,0.4123,0.6739,3,intermediate,easy
10,7,0.7704,10.0872,0.7962,0.1091,1,12.0,31.66,0.7477,0.7674,0.2591,0.6696,14,intermediate,medium
41,22,0.538,11.6824,0.547,-0.024,2,29.45,44.37,0.7571,0.4249,0.3035,0.4793,7,intermediate,medium
19,7,0.3328,0.3556,0.1661,-0.1185,0,54.52,38.56,0.4577,0.2647,0.1072,0.1244,5,beginner,easy
46,40,0.8848,38.0189,0.8147,-0.0014,17,8.93,29.72,0.9444,0.8436,0.5828,0.7131,25,advanced,hard
129,100,0.769,24.2581,0.7726,0.0129,4,14.48,15.91,0.9607,0.7289,0.8677,0.8162,23,advanced,hard
22,12,0.5591,10.1695,0.5696,-0.0214,1,18.72,26.24,0.7736,0.7252,0.3057,0.4939,10,intermediate,medium
19,6,0.3109,2.1336,0.1519,-0.0623,3,40.8,72.21,0.3014,0.1537,0.0168,0.4171,3,beginner,easy
4,1,0.3446,2.4563,0.2108,0.0208,2,22.62,73.04,0.5048,0.1994,0.1676,0.4339,3,beginner,easy
1,0,0.3645,1.8679,0.4506,-0.0397,2,17.81,60.01,0.6244,0.3639,0.0,0.3599,2,beginner,easy
52,27,0.4836,9.846,0.6018,-0.0093,3,18.5,40.43,0.5787,0.4826,0.2901,0.5034,10,intermediate,medium
25,17,0.6686,10.3446,0.4632,0.0302,1,25.73,4.47,0.8708,0.3952,0.1118,0.6019,10,intermediate,medium
20,15,0.7488,8.0789,0.6689,-0.045,0,32.95,7.58,0.6838,0.7416,0.1471,0.4616,10,intermediate,medium
84,61,0.7387,29.2045,0.9484,-0.0186,17,18.59,5.08,0.9321,0.8278,0.8125,0.7367,24,advanced,hard
27,16,0.5656,4.906,0.6097,0.1129,8,32.74,1.01,0.6584,0.4175,0.1639,0.5886,11,intermediate,medium
14,5,0.3448,2.9748,0.3256,-0.0769,2,55.15,0.19,0.6758,0.3294,0.0875,0.2867,3,beginner,easy
11,3,0.2617,1.8379,0.3362,0.0318,1,40.46,63.35,0.3405,0.3103,0.088,0.1705,5,beginner,easy
11,6,0.5716,3.293,0.626,0.1151,7,24.17,43.77,0.7075,0.6295,0.3853,0.511,5,intermediate,medium
15,14,0.9367,28.19,0.8997,-0.0213,3,18.6,18.39,0.9072,0.7694,0.8703,0.8732,18,advanced,hard
32,28,0.8222,16.9495,0.926,-0.0115,16,13.44,26.03,0.8922,0.7496,0.4376,0.6725,11,advanced,hard
4,2,0.4707,1.1304,0.2923,0.0052,1,39.21,84.82,0.393,0.2203,0.1607,0.4906,1,beginner,easy
8,2,0.2096,2.5223,0.1562,-0.0991,2,22.34,12.73,0.2984,0.2118,0.0226,0.2262,4,beginner,easy
12,6,0.4847,7.2037,0.7068,0.0016,0,10.05,2.76,0.825,0.4807,0.2183,0.6065,7,intermediate,easy
12,3,0.2531,2.7813,0.304,-0.0096,3,41.31,4.66,0.2719,0.1506,0.0,0.1722,4,beginner,easy
3,1,0.3986,2.1566,0.2671,0.0423,0,20.64,28.53,0.2865,0.1966,0.0603,0.1453,5,beginner,easy
64,62,1.0,23.5567,0.8087,0.0945,19,19.44,29.15,0.8947,0.9614,0.5372,0.95,6,advanced,hard
72,68,0.9643,28.1188,0.7886148375229461,-0.1757,10,17.41,361.4633953298878,0.8706,0.9501,0.6603,0.6737,24,advanced,hard
12,4,0.3742,0.2383,0.3492,-0.0229,3,39.61,47.77,0.4081,0.3976,0.2214,0.1879,5,beginner,easy
19,8,0.3969,1.8349,0.466,-0.1488,1,24.07,36.59,0.5066,0.2205,0.0953,0.2128,3,beginner,easy
1,0,0.0,1.8267,0.0,-0.0584,0,45.6,42.13,0.3804,0.1005,0.1105,0.4062,3,beginner,easy
12,3,0.2106,2.8798,0.3549,-0.0818,1,59.42,86.57,0.5563,0.1832,0.1634,0.2122,1,beginner,easy
15,4,0.3491,1.4531,0.3004,0.054,0,46.88,52.55,0.4309,0.2776,0.221,0.2968,1,beginner,easy
31,17,0.5295,10.7201,0.4142,0.1273,7,19.37,19.19,0.792,0.4226,0.163,0.4164,10,intermediate,medium
4,1,0.3835,1.7756,0.4914,-0.1432,1,16.25,1.04,0.3643,0.3444,0.1533,0.2345,1,beginner,easy
50,32,0.639,8.1631,0.5895,0.0495,2,24.61,3.64,0.8498,0.5571,0.0997,0.6696,15,intermediate,medium
20,6,0.3102,2.3125,0.2748,-0.0652,1,51.75,64.76,0.5693,0.3077,0.1924,0.2726,1,beginner,easy
44,21,0.4676,3.9742,0.7354,0.1357,1,19.15,13.93,0.8916,0.5758,0.1786,0.6501,13,intermediate,easy
28,14,0.5075,4.1611,0.794,-0.0179,0,15.0,41.5,0.696,0.5148,0.2492,0.4635,11,intermediate,easy
24,11,0.4313,9.2715,0.4898,0.0216,7,18.0,13.51,0.7333,0.5532,0.3229,0.4306,5,intermediate,easy
7,2,0.2688,0.6912,0.3856,0.0878,3,37.37,8.45,0.4646,0.1993,0.0833,0.1638,2,beginner,easy
16,9,0.5843,5.8194,0.7074,0.0888,2,11.4,11.78,0.6495,0.4073,0.2401,0.5756,3,intermediate,medium
17,13,0.7507,9.7321,0.829,-0.0021,20,7.24,15.07,0.8548,0.6843,0.7509,0.7278,19,advanced,hard
17,7,0.399,1.4985,0.0848,0.095,2,31.64,42.02,0.5647,0.3484,0.0863,0.2042,3,beginner,easy
60,41,0.7063,11.8621,0.4999,-0.0115,5,21.69,4.04,0.8995,0.4803,0.2549,0.4865,6,intermediate,medium
58,43,0.7262,11.6677,0.41,0.0809,2,24.05,36.57,0.589,0.559,0.1674,0.6631,4,intermediate,medium
44,28,0.6548,11.8625,0.5641,0.1362,0,23.41,8.13,0.7996,0.7275,0.1624,0.4417,5,intermediate,medium
55,40,0.6814,9.7325,0.5182,0.0121,5,13.38,12.34,0.5703,0.5332,0.368,0.4453,10,intermediate,medium
70,63,0.9327,32.7204,0.9581,-0.0376,12,10.12,13.13,0.9322,0.9179,0.8613,0.7563,11,advanced,hard
95,80,0.8706,30.5452,0.7682678150224163,-0.1023,9,19.86,146.02012781934263,0.9068,0.8834,0.671,0.8119,6,advanced,hard
12,6,0.5796,6.4395,0.5002,0.0176,6,11.84,44.16,0.7634,0.705,0.4279,0.561,11,intermediate,medium
100,97,0.9701,22.292,0.9798,0.0436,2,9.33,29.87,0.9613,0.9099,0.4717,0.753,11,advanced,hard
17,4,0.211,0.5957,0.3744,-0.1322,3,51.61,56.8,0.537,0.3316,0.1061,0.2729,1,beginner,easy
16,5,0.2745,1.7276,0.3775,-0.0243,1,54.37,8.5,0.6548,0.147,0.0125,0.3099,5,beginner,easy
128,101,0.7854,33.0335,0.9563,-0.0263,18,15.22,16.83,0.9086,0.7797,0.8751,0.8514,17,advanced,hard
19,9,0.4409,0.3034,0.2727,0.095,0,31.31,47.65,0.6571,0.2557,0.1101,0.3452,5,beginner,easy
70,66,0.9843,20.3086,1.0,0.059,4,5.98,9.83,0.9597,0.9257,0.9279,0.7676,22,advanced,hard
40,22,0.5486,3.4042,0.6984,0.123,0,30.58,36.41,0.8461,0.7399,0.1561,0.597,10,intermediate,medium
92,69,0.7745,26.7417,0.8944,0.0196,19,18.22,1.53,0.9885,0.7383,0.6852,0.7893,20,advanced,hard
16,3,0.1643,2.4556,0.2197,-0.0475,1,39.12,70.16,0.3404,0.3867,0.1184,0.185,5,beginner,easy
9,5,0.572,7.3888,0.6558,0.1402,5,11.83,44.19,0.7924,0.6665,0.3886,0.6155,10,intermediate,medium
19,3,0.1444,2.7443,0.0775,0.0162,0,27.6,57.98,0.5389,0.1499,0.118,0.2152,2,beginner,easy
15,6,0.3434,1.2834,0.4087,0.0774,2,22.15,83.95,0.32,0.2068,0.0,0.172,2,beginner,easy
18,3,0.2098,0.7011,0.2544,-0.0275,2,29.15,89.23,0.3538,0.3226,0.0294,0.2204,5,beginner,easy
51,27,0.5603,5.3694,0.5622,0.148,4,8.87,12.57,0.8857,0.6089,0.1308,0.5745,13,intermediate,medium
60,43,0.7065,4.6182,0.5634,-0.032,6,9.96,42.37,0.7721,0.7083,0.3527,0.3842,4,intermediate,medium
74,61,0.7945,9.8181,0.8203,-0.04,6,19.83,28.22,0.8259,0.873,0.4169,0.8803,8,advanced,hard
73,57,0.7926,29.7616,0.706,0.0418,6,7.86,13.13,0.9873,0.7861,0.5186,0.7378,9,advanced,hard
14,9,0.6426,8.8972,0.7751,0.0177,0,11.0,6.58,0.6613,0.6333,0.4503,0.5601,4,intermediate,medium
99,82,0.8554,9.3289,0.8894,-0.001,4,5.73,18.99,0.9974,0.96,0.8684,0.7328,17,advanced,hard
52,27,0.5542,2.6699,0.8229,-0.0318,5,29.79,4.1,0.9286,0.6268,0.2259,0.5387,6,intermediate,medium
18,5,0.3011,0.1465,0.3765,0.0416,3,44.47,4.44,0.3583,0.3153,0.1264,0.1852,1,beginner,easy
11,6,0.5281,5.9631,0.6118,0.1048,6,32.93,38.89,0.5955,0.5031,0.2966,0.4661,5,intermediate,medium
12,5,0.3943,0.2521,0.3069,0.0794,0,15.98,5.8,0.6335,0.2055,0.0,0.394,3,beginner,easy
